"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA028 Agriculture: intensity,Code: EA028 Agriculture: intensity,Description: EA028 Agriculture: intensity,Comment: EA028 Agriculture: intensity,Subcase: EA028 Agriculture: intensity,References: EA028 Agriculture: intensity,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Focal Year: EA034 Religion: high gods,Code: EA034 Religion: high gods,Description: EA034 Religion: high gods,Comment: EA034 Religion: high gods,Subcase: EA034 Religion: high gods,References: EA034 Religion: high gods,Focal Year: EA035 Games,Code: EA035 Games,Description: EA035 Games,Comment: EA035 Games,Subcase: EA035 Games,References: EA035 Games
Ethnographic Atlas,Crow,Ne4,xd1223,Crow (Ne4),45.0,-108.0,45.0,-108.0,crow1244,Crow,cro,Siouan,1870,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",,,Lowie(1917b); Lowie(1912b); Denig(1953); Lowie(1935); Lowie(1919); Lowie(1922); Wagner and Allen(1933); ,1870,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Lowie(1917b); Lowie(1912b); Denig(1953); Lowie(1935); Lowie(1919); Lowie(1922); Wagner and Allen(1933); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Lowie(1917b); Lowie(1912b); Denig(1953); Lowie(1935); Lowie(1919); Lowie(1922); Wagner and Allen(1933); 
Ethnographic Atlas,Tallensi,Ag4,xd277,Tallensi (Ag4),11.0,-1.0,11.0,-1.0,taln1239,Talni,,Atlantic-Congo,1930,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,Tallensi Tribe,Lynn(1937); Rattray(1932); Fortes(1975); Fortes(1949a); Fortes(1945); Fortes(1940); Fortes(1938); Fortes(1937); Fortes and Fortes(1936); ,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,Tallensi Tribe,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Tallensi Tribe,Lynn(1937); Rattray(1932); Fortes(1975); Fortes(1949a); Fortes(1945); Fortes(1940); Fortes(1938); Fortes(1937); Fortes and Fortes(1936); ,1930,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Tallensi Tribe,Lynn(1937); Rattray(1932); Fortes(1975); Fortes(1949a); Fortes(1945); Fortes(1940); Fortes(1938); Fortes(1937); Fortes and Fortes(1936); 
Ethnographic Atlas,Wantoat,Ie2,xd796,Wantoat (Ie2),-6.15,146.53,-7.0,147.0,want1252,Wantoat,wnc,Nuclear Trans New Guinea,1920,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Schmitz(1960); ,1920,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,1920,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Schmitz(1960); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Schmitz(1960); 
Ethnographic Atlas,Ancient Romans,Ce3,xd530,Romans (Ce3),42.0,12.0,42.0,12.0,lati1261,Latin,lat,Indo-European,100,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,City and environs of Rome,Carcopino(1940); Balsdon(1963); Pellisson(1901); Balsdon(1969); Paoli(1963); Rostovtzeff(1945); Maxey(1938); Glover(1927); Friedlander(1908); Abbott(1917); Davis(1959); Grant(1960); Harrison(1913); Pliny(1969); ,100,2,A belief in possession exists.,,City and environs of Rome,,100,1,A high god absent or not reported in substantial descriptions of religious beliefs,Variable beliefs at this period,City and environs of Rome,Carcopino(1940); Balsdon(1963); Pellisson(1901); Balsdon(1969); Paoli(1963); Rostovtzeff(1945); Maxey(1938); Glover(1927); Friedlander(1908); Abbott(1917); Davis(1959); Grant(1960); Harrison(1913); Pliny(1969); ,100,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,City and environs of Rome,Carcopino(1940); Balsdon(1963); Pellisson(1901); Balsdon(1969); Paoli(1963); Rostovtzeff(1945); Maxey(1938); Glover(1927); Friedlander(1908); Abbott(1917); Davis(1959); Grant(1960); Harrison(1913); Pliny(1969); 
Ethnographic Atlas,Mangarevans,Ij7,xd896,Mangarevans (Ij7),-23.12,-134.97,-20.0,-134.0,mang1401,Mangareva,mrv,Austronesian,1900,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Laval(1938); Buck(1938); ,1900,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Laval(1938); Buck(1938); ,1900,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Laval(1938); Buck(1938); 
Ethnographic Atlas,Rwala,Cj2,xd588,Rwala (Cj2),33.0,37.0,33.0,37.0,nort3137,North Najdi,,Afro-Asiatic,1920,1,Complete absence of agriculture,,Unspecified,Ashkenazi(1948); Musil(1928); Raswan(1947); ,1920,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,Unspecified,,1920,4,"A high god present, active, and specifically supportive of human morality",,Unspecified,Ashkenazi(1948); Musil(1928); Raswan(1947); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Unspecified,Ashkenazi(1948); Musil(1928); Raswan(1947); 
Ethnographic Atlas,Duala,Ae12,xd130,Duala (Ae12),4.0,10.0,4.0,10.0,dual1243,Duala,dua,Atlantic-Congo,1940,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Ardener(1956); Buchner(1887); Brutsch(1950); ,1940,2,A belief in possession exists.,,,,1940,2,A high god present but otiose or not concerned with human affairs,,,Ardener(1956); Buchner(1887); Brutsch(1950); ,1940,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game","But formerly T [sic, Gray (1999)]",,Ardener(1956); Buchner(1887); Brutsch(1950); 
Ethnographic Atlas,Chiricahua,Nh1,xd1259,Chiricahua (Nh1),31.0,-108.0,31.0,-108.0,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,1880,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",,Central band,Opler(1971); Gifford(1940); Opler(1941); Opler(1937); Opler(1936c); Opler(1936b); ,1880,1,"Trance behavior is known to occur, but there is no belief in possession.",,Central band,,1880,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Central band,Opler(1971); Gifford(1940); Opler(1941); Opler(1937); Opler(1936c); Opler(1936b); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Central band,Opler(1971); Gifford(1940); Opler(1941); Opler(1937); Opler(1936c); Opler(1936b); 
Ethnographic Atlas,Tasmanians (northwestern),Id8,xd783,Tasmanians (Id8),-42.0,146.0,-42.0,146.0,port1278,Port Sorell,,Western Tasmanian,1830,1,Complete absence of agriculture,,,Roth(1890); ,1830,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,1830,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Roth(1890); ,1830,1,No games of any of the three types,,,Roth(1890); 
Ethnographic Atlas,Taíno,Sb8,xd1333,Taino (Sb8),19.94,-75.37,19.0,-75.0,tain1254,Taino,tnq,Arawakan,1520,6,Intensive cultivation where it is largely dependent upon irrigation,,,Rouse(1948a); ,1520,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1520,2,A high god present but otiose or not concerned with human affairs,,,Rouse(1948a); ,1520,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Rouse(1948a); 
Ethnographic Atlas,Fon,Af1,xd186,Fon (Af1),7.0,2.0,7.0,2.0,fonn1241,Fon,fon,Atlantic-Congo,1890,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,City and environs of Abomey,Le Heriss(1911); Mercier(1954); Herskovits(1938); Argyle(1966); Herskovits(1932); Herskovits and Herskovits(1933); Bohannan(1949); Lombard(1967); Herskovits(1937a); Murdock(1934g); Tardits and Tardits(1962); Skertchley(1874); ,1890,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,City and environs of Abomey,,1890,1,A high god absent or not reported in substantial descriptions of religious beliefs,,City and environs of Abomey,Le Heriss(1911); Mercier(1954); Herskovits(1938); Argyle(1966); Herskovits(1932); Herskovits and Herskovits(1933); Bohannan(1949); Lombard(1967); Herskovits(1937a); Murdock(1934g); Tardits and Tardits(1962); Skertchley(1874); ,1890,8,Games of all three types present,,City and environs of Abomey,Le Heriss(1911); Mercier(1954); Herskovits(1938); Argyle(1966); Herskovits(1932); Herskovits and Herskovits(1933); Bohannan(1949); Lombard(1967); Herskovits(1937a); Murdock(1934g); Tardits and Tardits(1962); Skertchley(1874); 
Ethnographic Atlas,Uveans,Ii13,xd879,Uveans (Ii13),-13.28,-176.17,-13.0,-176.0,wall1257,Wallisian,wls,Austronesian,1830,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Burrows(1937); ,1830,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1830,1,A high god absent or not reported in substantial descriptions of religious beliefs,"But 'active, supporting morality' (code ""4"") today",,Burrows(1937); ,1830,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Burrows(1937); 
Ethnographic Atlas,Walbiri,Id10,xd773,Walbiri (Id10),-22.0,132.0,-22.0,132.0,warl1254,Warlpiri,wbp,Pama-Nyungan,1930,1,Complete absence of agriculture,,,Meggitt(1962a); ,1930,2,A belief in possession exists.,,,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Meggitt(1962a); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Meggitt(1962a); 
Ethnographic Atlas,Egyptians,Cd2,xd518,Egyptians (Cd2),25.0,33.0,25.0,33.0,egyp1253,Egyptian Arabic,arz,Afro-Asiatic,1950,6,Intensive cultivation where it is largely dependent upon irrigation,,Town and environs of Silwa,Ayrout(1945); Ammar(1954); Blackman(1927); Harris(1957); ,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Town and environs of Silwa,,1950,4,"A high god present, active, and specifically supportive of human morality",,Town and environs of Silwa,Ayrout(1945); Ammar(1954); Blackman(1927); Harris(1957); ,1950,8,Games of all three types present,,Town and environs of Silwa,Ayrout(1945); Ammar(1954); Blackman(1927); Harris(1957); 
Ethnographic Atlas,Sekani,Na28,xd1044,Sekani (Na28),56.0,-123.0,56.0,-123.0,seka1250,Sekani,sek,Athapaskan-Eyak-Tlingit,1880,1,Complete absence of agriculture,,,Jenness(1937); ,1880,2,A belief in possession exists.,,,,1880,4,"A high god present, active, and specifically supportive of human morality",Belief in a high god antedates the introduction of Christianity in 1830,,Jenness(1937); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Jenness(1937); 
Ethnographic Atlas,Hutsuls,Ch2,xd557,Hutsul (Ch2),49.0,24.0,49.0,24.0,sout2604,Southwest Ukrainian,,Indo-European,1890,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,Kaindl(1894); Szuchiewicz(1902-08); Koenig(1935); ,1890,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,1890,4,"A high god present, active, and specifically supportive of human morality",,,Kaindl(1894); Szuchiewicz(1902-08); Koenig(1935); ,1890,3,"Games of chance only, with no significant element of either physical skill or strategy involved, e.g., dice games",Based on a possibly incomplete list of games by Koenig,,Kaindl(1894); Szuchiewicz(1902-08); Koenig(1935); 
Ethnographic Atlas,Plains Cree,Ne19,xd1218,Plains Cree (Ne19),45.0,-94.0,45.0,-94.0,plai1258,Plains Cree,crk,Algic,1850,1,Complete absence of agriculture,,,Mandelbaum(1940); Skinner(1914a); ,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1850,2,A high god present but otiose or not concerned with human affairs,,,Mandelbaum(1940); Skinner(1914a); ,1850,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Mandelbaum(1940); Skinner(1914a); 
Ethnographic Atlas,Arapaho,Ne9,xd1228,Arapaho (Ne9),40.0,-103.0,40.0,-103.0,arap1274,Arapaho,arp,Algic,1860,1,Complete absence of agriculture,,,Hilger(1952); Eggan(1937b); Elkin(1940b); Michelson(1934); Kroeber(1902-07); ,1860,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Hilger(1952); Eggan(1937b); Elkin(1940b); Michelson(1934); Kroeber(1902-07); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Hilger(1952); Eggan(1937b); Elkin(1940b); Michelson(1934); Kroeber(1902-07); 
Ethnographic Atlas,Māori,Ij2,xd891,Maori (Ij2),-38.41,176.31,-35.0,175.0,maor1246,Maori,mri,Austronesian,1820,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Nga Puhi Tribe,Best(1952); Best(1925); Best(1924); Hawthorn(1944); Reed(1963); Buck(1949); Earle(1832); Polack(1838); Cruise(1824); Wright(1959); Shortland(1856); Gudgeon(1885); Maning(1876); Firth(1959); ,1820,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Nga Puhi Tribe,,1820,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Nga Puhi Tribe,Best(1952); Best(1925); Best(1924); Hawthorn(1944); Reed(1963); Buck(1949); Earle(1832); Polack(1838); Cruise(1824); Wright(1959); Shortland(1856); Gudgeon(1885); Maning(1876); Firth(1959); ,1820,6,"Games of physical skill and of strategy present, but not games of chance",,Nga Puhi Tribe,Best(1952); Best(1925); Best(1924); Hawthorn(1944); Reed(1963); Buck(1949); Earle(1832); Polack(1838); Cruise(1824); Wright(1959); Shortland(1856); Gudgeon(1885); Maning(1876); Firth(1959); 
Ethnographic Atlas,Aymara,Sf2,xd1375,Aymara (Sf2),-16.0,-69.0,-16.0,-69.0,cent2142,Central Aymara,ayr,Aymara,1940,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Chucuito Clan community in Peru,LaBarre(1948); Bouroncle Carreon(1964); Tschopik(1951); Tschopik(1946); ,1940,2,A belief in possession exists.,,Chucuito Clan community in Peru,,1940,4,"A high god present, active, and specifically supportive of human morality",,Chucuito Clan community in Peru,LaBarre(1948); Bouroncle Carreon(1964); Tschopik(1951); Tschopik(1946); ,1940,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Chucuito Clan community in Peru,LaBarre(1948); Bouroncle Carreon(1964); Tschopik(1951); Tschopik(1946); 
Ethnographic Atlas,Copper Inuit,Na3,xd1022,Copper Eskimo (Na3),69.0,-110.0,69.0,-110.0,copp1244,Copper Inuktitut,,Eskimo-Aleut,1920,1,Complete absence of agriculture,,Coronation Gulf,Jenness(1928); Jenness(1922); Jenness(1917); Stefansson(1914); Rasmussen(1932); ,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Coronation Gulf,,1920,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Coronation Gulf,Jenness(1928); Jenness(1922); Jenness(1917); Stefansson(1914); Rasmussen(1932); ,1920,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Coronation Gulf,Jenness(1928); Jenness(1922); Jenness(1917); Stefansson(1914); Rasmussen(1932); 
Ethnographic Atlas,Assiniboine,Ne11,xd1210,Assiniboin (Ne11),48.0,-106.0,48.0,-106.0,assi1247,Assiniboine,asb,Siouan,1870,1,Complete absence of agriculture,,,Denig(1930); Lowie(1910); Rodnick(1938); ,1870,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1870,2,A high god present but otiose or not concerned with human affairs,But the Great Spirit is not specifically reported as a creator,,Denig(1930); Lowie(1910); Rodnick(1938); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Denig(1930); Lowie(1910); Rodnick(1938); 
Ethnographic Atlas,Quileute,Nb18,xd1077,Quileute (Nb18),47.91,-124.59,48.0,-125.0,quil1240,Quileute,qui,Chimakuan,1880,1,Complete absence of agriculture,,,Pettitt(1950); ,1880,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,1880,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Pettitt(1950); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Pettitt(1950); 
Ethnographic Atlas,Atsugewi,Nc4,xd1135,Atsugewi (Nc4),41.0,-121.0,41.0,-121.0,atsu1245,Atsugewi,atw,Palaihnihan,1860,1,Complete absence of agriculture,,,Voegelin(1942); Garth(1953); Garth(1944); ,1860,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Voegelin(1942); Garth(1953); Garth(1944); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Voegelin(1942); Garth(1953); Garth(1944); 
Ethnographic Atlas,Koryak,Ec5,xd633,Koryak (Ec5),61.99,164.24,62.0,164.0,kory1246,Koryak,kpy,Chukotko-Kamchatkan,1900,1,Complete absence of agriculture,,with special reference to the Maritime Koryak,Jochelson(1905-08); Czaplieka(1914); Bergman(1927); ,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Maritime Koryak,,1900,3,A high god present and active in human affairs but not offering positive support to human morality,,with special reference to the Maritime Koryak,Jochelson(1905-08); Czaplieka(1914); Bergman(1927); ,1900,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,with special reference to the Maritime Koryak,Jochelson(1905-08); Czaplieka(1914); Bergman(1927); 
Ethnographic Atlas,Kazakh,Eb1,xd609,Kazak (Eb1),48.0,70.0,48.0,70.0,kaza1248,Kazakh,kaz,Turkic,1910,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",Until recently the chief crop was hay,Great Horde,Radloff(1893); Hudson(1938); Sedel'nikov(1903); Grodekov(1889); Castagn(1930); Murdock(1934c); ,1910,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Great Horde,,1910,4,"A high god present, active, and specifically supportive of human morality",,Great Horde,Radloff(1893); Hudson(1938); Sedel'nikov(1903); Grodekov(1889); Castagn(1930); Murdock(1934c); ,1910,8,Games of all three types present,,Great Horde,Radloff(1893); Hudson(1938); Sedel'nikov(1903); Grodekov(1889); Castagn(1930); Murdock(1934c); 
Ethnographic Atlas,Syrians,Cj1,xd586,Syrians (Cj1),36.0,36.0,36.0,36.0,nort3140,North Lebanese Arabic,,Afro-Asiatic,1950,6,Intensive cultivation where it is largely dependent upon irrigation,,with special reference to the village of Tell Toqaan,Sweet(1960); ,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the village of Tell Toqaan,,1950,4,"A high god present, active, and specifically supportive of human morality",,with special reference to the village of Tell Toqaan,Sweet(1960); ,1950,8,Games of all three types present,,with special reference to the village of Tell Toqaan,Sweet(1960); 
Ethnographic Atlas,Okinawans,Ed7,xd650,Okinawans (Ed7),26.16,127.8,26.0,128.0,cent2126,Central Okinawan,ryu,Japonic,1950,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,Maetzki and Maetzki(1963); Pitts et al.(1955); Glacken(1955); Maretzki(1957); ,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1950,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Maetzki and Maetzki(1963); Pitts et al.(1955); Glacken(1955); Maretzki(1957); ,1950,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Maetzki and Maetzki(1963); Pitts et al.(1955); Glacken(1955); Maretzki(1957); 
Ethnographic Atlas,Makah,Nb24,xd1084,Makah (Nb24),48.33,-124.62,48.0,-125.0,maka1318,Makah,myh,Wakashan,1860,1,Complete absence of agriculture,,,Colson(1953); Swan(1868); ,1860,2,A belief in possession exists.,,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Colson(1953); Swan(1868); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Colson(1953); Swan(1868); 
Ethnographic Atlas,Deg Xit'an,Na8,xd1066,Ingalik (Na8),62.0,-160.0,62.0,-160.0,dege1248,Degexit'an,ing,Athapaskan-Eyak-Tlingit,1880,1,Complete absence of agriculture,,Shageluk Village,Osgood(1940); Osgood(1959); Osgood(1958); ,1880,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Shageluk Village,,1880,2,A high god present but otiose or not concerned with human affairs,,Shageluk Village,Osgood(1940); Osgood(1959); Osgood(1958); ,1880,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Shageluk Village,Osgood(1940); Osgood(1959); Osgood(1958); 
Ethnographic Atlas,Yagua,Se4,xd1368,Yagua (Se4),-3.0,-72.0,-3.0,-72.0,yagu1244,Yagua,yad,Peba-Yagua,1940,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Fejos(1943); ,1940,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1940,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Fejos(1943); ,1940,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Fejos(1943); 
Ethnographic Atlas,Khasi,Ei8,xd714,Khasi (Ei8),26.0,92.0,26.0,92.0,khas1269,Khasi,kha,Austroasiatic,1900,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,with special reference to those of the Jaintia Hills,McCormack(1964); Gurdon(1907); Gurden(1904); Becker(1909); Chattopadhyay(1941); Guha(1931); McCormack(1967); ,1900,2,A belief in possession exists.,,with special reference to those of the Jaintia Hills,,1900,2,A high god present but otiose or not concerned with human affairs,,with special reference to those of the Jaintia Hills,McCormack(1964); Gurdon(1907); Gurden(1904); Becker(1909); Chattopadhyay(1941); Guha(1931); McCormack(1967); ,1900,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,with special reference to those of the Jaintia Hills,McCormack(1964); Gurdon(1907); Gurden(1904); Becker(1909); Chattopadhyay(1941); Guha(1931); McCormack(1967); 
Ethnographic Atlas,Eastern Mono,Nd30,xd1164,Eastern Mono (Nd30),37.0,-118.0,37.0,-118.0,mono1275,Mono (USA),mnr,Uto-Aztecan,1870,1,Complete absence of agriculture,But plots of wild seeds were irrigated,,Steward(1933); Driver(1937); ,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1870,2,A high god present but otiose or not concerned with human affairs,,,Steward(1933); Driver(1937); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Steward(1933); Driver(1937); 
Ethnographic Atlas,Ifaluk,If4,xd835,Ifuluk (If4),7.25,144.46,7.0,147.0,nucl1479,Nuclear Woleaian,,Austronesian,1940,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,with special reference to the inhabitants of Ifaluk atoll,Spiro(1949); Burrows and Spiro(1953); Damm(1938); Burrows(1949); ,1940,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the inhabitants of Ifaluk atoll,,1940,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to the inhabitants of Ifaluk atoll,Spiro(1949); Burrows and Spiro(1953); Damm(1938); Burrows(1949); ,1940,6,"Games of physical skill and of strategy present, but not games of chance","But the one game of strategy ""was unquestionably borrowed from the Japanese by the young men who had worked on Yap""",with special reference to the inhabitants of Ifaluk atoll,Spiro(1949); Burrows and Spiro(1953); Damm(1938); Burrows(1949); 
Ethnographic Atlas,Ulawans,Ig6,xd858,Ulawans (Ig6),-9.63,161.44,-10.0,161.0,saaa1240,Sa'a,apb,Austronesian,1900,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Ivens(1927); ,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Ivens(1927); ,1900,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Ivens(1927); 
